id_catalogo,cd_opcion,cc_externa,df_baja,cve_usuario,id_catalogo_padre,cd_descripcionDos,cc_externaDos,LOCK_FLAG,ix_dependencia,id_validar,id_validacion_planeacion,id_validacion_supervisor
154,Docentes que leen y escriben. La lectura y la escritura en 1° y 2° grados de educación primaria,180,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
155,El sentido de la tarea docente en tiempos de contingencia. Educación básica. Talleres emergentes de formación docente. Itinerarios para el reencuentro,190,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
156,Enseñanza y aprendizaje en tiempos de contingencia. Educación media superior. Talleres emergentes de formación docente. Itinerarios para el reencuentro,200,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
157,"Estrategias, prototipos y recursos para la formación y desarrollo profesional de los actores educativos. Orientaciones de política educativa.",210,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
158,"Estudio exploratorio sobre la evaluación de aprendizajes básicos de los estudiantes de educación indígena y multigrado, considerando sus contextos socioculturales. Informe final (Documento interno)",220,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
159,Estudio sobre la implementación de modelos híbridos de enseñanza y aprendizaje en la educación primaria. Informe final,230,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
160,"Evaluación diagnóstica de escuelas. Modelo de evaluación diagnóstica para la mejora de las escuelas, sus recursos y procesos escolares (MERPE)",240,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
161,Experiencias de las comunidades educativas durante la contingencia sanitaria por covid-19. Educación Básica. (Documento Informe Ejecutivo),250,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
162,Experiencias de las comunidades educativas durante la contingencia sanitaria por covid-19. Educación Media Superior. Cuaderno de Investigación Educativa,260,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
163,"Indicadores Estatales de la mejora continua de la educación 32 cuadernos (Quintana Roo, Sonora, Sinaloa, Tabasco, Tamaulipas, San Luis Potosí, Querétaro, Yucatán, Puebla, Oaxaca, Morelos, Zacatecas, Nuevo León, Nayarit, Michoacán, México, Jalisco,...",270,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
164,Indicadores nacionales de la mejora continua de la educación en México 2021. Cifras del ciclo escolar 2019-2020,280,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
165,"Índice de capacidades institucionales en materia de formación continua de docentes de educación básica Informe de la consulta sobre las características, funcionamiento y retos de las áreas estatales de formación continua",290,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
166,Informe de los programas y opciones de formación continuapara docentes de educación básica 2021,300,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
167,"Informe del Foro Temático “La educación al alcance de todas y todos los niños, niñas y adolescentes (NNA) migrantes: desafíos y alternativas""""",310,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
168,Informe final de la evaluación diagnóstica de aprendizaje de los estudiantes,320,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
169,Informe final para la evaluación diagnóstica del trabajo docente,330,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
170,INFORME FINAL USAER Evaluación diagnóstica del proceso de atención de la USAER en escuelas primarias,340,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
171,Informe preliminar del desarrollo del modelo de evaluación diagnóstica del trabajo docente,350,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
172,Intervención formativa Fase I. Del tránsito de docente en formación a docente en servicio La inserción como proceso formativo para la mejora de la práctica docente. EB,360,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
173,Intervención formativa Fase I. Inserción de directivos en su primer año de servicio EMS,370,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
174,Intervención formativa Fase I. Inserción de docentes en su primer año de servicio EMS,380,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
175,Intervención formativa. Fase I Del tránsito de docente a director escolar La inserción como proceso formativo para la mejora de la práctica directiva,390,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
176,Investigación sobre características y trayectorias profesionales de directores y figuras académicas de apoyo en la Educación Media Superior. Informe final,400,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
177,"Investigación sobre las características, trayectorias y condiciones de los agentes educativos de los servicios de educación inicial. Informe final",410,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
178,La Formación Continua y el Desarrollo Profesional Docente en el Contexto de Nuevas Normalidades. Ciclo Iberoamericano de Encuentros con Especialistas,420,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
179,La violencia entre estudiantes de educación básica y media superior en México. (Cuaderno de Investigación Educativa) (Informe Ejecutivo),430,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
180,Liderazgo directivo en tiempos de contingencia. Educación básica. Talleres emergentes de formación docente. Itinerarios para el reencuentro,440,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
181,Lineamientos para fortalecer el desarrollo profesional de directores escolares durante su proceso de inserción a las escuelas de educación básica. (Versión para revisión),450,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
182,Lineamientos para Fortalecer el Desarrollo Profesional de Docentes durante su Proceso de Inserción a las Escuelas de Educación Básica. (Versión para revisión),460,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
183,Lineamientos para la mejora de las competencias para la gestión y el liderazgo en los procesos de inserción a la dirección escolar en la EMS. Versión preliminar,470,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
184,Lineamientos para la mejora del proceso de inserción a la docencia y a la función directiva. Educación básica,480,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
185,Lineamientos para la mejora del proceso de inserción a la docencia y a la función directiva. Educación media superior,490,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
186,"LINEAMIENTOS para la Mejora e Innovación en Materiales educativos: Libros de Texto Gratuitos de preescolar, primaria y telesecundaria. Versión preliminar",500,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
187,Los equipos directivos en tiempos de contingencia. Educación media superior. Talleres emergentes de formación docente. Itinerarios para el reencuentro,510,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
188,Mi inicio en la docencia. Educación básica,520,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
189,Mi inicio en la docencia. Educación media superior,530,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
190,Modelo de evaluación de centros escolares de Educación Media Superior (Documento en desarrollo),540,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
191,Modelo de Evaluación Diagnóstica de Docentes (Marco de referencia. Documento en desarrollo),550,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
192,"Modelo interno para el monitoreo de los Criterios, lineamientos y programas de Formación continua y Desarrollo profesional docente que emita la MEJOREDU",560,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
193,Modelo interno para la elaboración de programas de formación continua y desarrollo profesional docente. Educación básica y media superior,570,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
194,"Modelo interno para la formulación de sugerencias para la mejora de la educación inicial, básica, media superior, inclusiva y de adultos. (borrador)",580,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
195,Modelo para el desarrollo de materiales prototipo para la mejora de continua de la educación (preeliminar),590,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
196,"Modelo para el desarrollo de procesos de monitoreo de la implementación de criterios, lineamientos y programas de formación continua y desarrollo profesional docente. (Documento de trabajo).",600,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
197,Modelo para el diseño y emisión de programas de formación continua y desarrollo profesional de docentes,610,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
198,Modelo para el diseño y emisión de programas de formación continua y desarrollo profesional de docentes Versión para revisar,620,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
199,Padrón nacional de la oferta de formación continua de docentes marco conceptual y metodológico,630,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
200,"Percepciones, prácticas y determinantes sociales. Informe final.",640,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
201,PLAN DE MEJORA DE LA FORMACIÓN CONTINUA Y DESARROLLO PROFESIONAL DOCENTE 2021 – 2026,650,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
202,Programa de formación para la inserción de directivos 2021-2026 EMS,660,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
203,Programa de formación para la inserción de directores 2021-2026 EB,670,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
204,Programa de formación para la inserción de docentes 2021-2026 EB,680,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
205,Programa de formación para la inserción de docentes 2021-2026 EMS,690,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
206,PROGRAMA DE FORMACIÓN SITUADA DE DIRECTIVOS EN SERVICIO EDUCACIÓN BÁSICA,700,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
207,PROGRAMA DE FORMACIÓN SITUADA DE DIRECTIVOS EN SERVICIO EDUCACIÓN MEDIA SUPERIOR,710,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
208,PROGRAMA DE FORMACIÓN SITUADA DE DOCENTES EN SERVICIO 2021-2026 EDUCACIÓN MEDIA SUPERIOR,720,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
209,PROGRAMA DE FORMACIÓN SITUADA DE DOCENTES EN SERVICIO EDUCACIÓN BÁSICA,730,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
210,Realizar estudio sobre condiciones institucionales para el trabajo colaborativo y la formación situada de docentes en educación básica y media superior,740,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
211,"Realizar investigación sobre los docentes en educación media superior: características, diversidad y condiciones de trabajo",750,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
212,Redes para el desarrollo profesional docente. Documento de trabajo.,760,NULL,Superusuario,136,NULL,NULL,0,0,NULL,NULL,NULL
