"id_catalogo";"cd_opcion";"cc_externa";"df_baja";"cve_usuario";"id_catalogo_padre";"cd_descripcionDos";"cc_externaDos";"LOCK_FLAG";"ix_dependencia";"id_validar";"id_validacion_planeacion";"id_validacion_supervisor"
132;"Zona escolar";"20";"";"Superusuario";130;"";"";0;0;0;0;0
133;"Sector escolar";"30";"";"Superusuario";130;"";"";0;0;0;0;0
134;"Sistema educativo estatal";"40";"";"Superusuario";130;"";"";0;0;0;0;0
135;"Sistema Educativo Nacional";"50";"";"Superusuario";130;"";"";0;0;0;0;0
136;"Catalogo Continuidad con otros productos de años anteriores";"";"";"Superusuario";0;"";"";0;0;0;0;0
137;"¡Hagamos comunidad! Estrategias de apoyo pedagógico EB";"10";"";"Superusuario";136;"";"";0;0;0;0;0
138;"¡Hagamos comunidad! Estrategias de apoyo pedagógico EMS";"20";"";"Superusuario";136;"";"";0;0;0;0;0
139;"Apartados introductorios y normatividad de los procesos de selección para la admisión, promoción y reconocimiento en educación básica y media superior ";"30";"";"Superusuario";136;"";"";0;0;0;0;0
140;"Avanzar en la implementación del Sistema de monitoreo de políticas y programas educativos en las escuelas";"40";"";"Superusuario";136;"";"";0;0;0;0;0
141;"Comunidades escolares al inicio del confinamiento por SARS-CoV-2.
Cuaderno de Investigación Educativa
Voces y perspectivas de los actores
Informe ejecutivo";"50";"";"Superusuario";136;"";"";0;0;0;0;0
142;"Convenio de colaboración Mejoredu-SE Gobierno de Veracruz";"60";"";"Superusuario";136;"";"";0;0;0;0;0
143;"Convenio general de colaboración Conalep-Mejoredu";"70";"";"Superusuario";136;"";"";0;0;0;0;0
144;"Convenio general de colaboración SEPEN Nayarit-Mejoredu";"80";"";"Superusuario";136;"";"";0;0;0;0;0
145;"Convenio Mejoredu-Conafe";"90";"";"Superusuario";136;"";"";0;0;0;0;0
146;"Convenio Mejoredu-IFOPIM Estado de México";"100";"";"Superusuario";136;"";"";0;0;0;0;0
147;"CRITERIOS Generales de los programas de formación continua y desarrollo profesional docente, y para la valoración de su diseño, operación y resultados en educación básica y media superior. CGPFCDPD-2021.";"110";"";"Superusuario";136;"";"";0;0;0;0;0
148;"Definiciones fundamentales para la evaluación diagnóstica";"120";"";"Superusuario";136;"";"";0;0;0;0;0
149;"Desarrollar investigación sobre la participación estudiantil en educación media superior. Informe final";"130";"";"Superusuario";136;"";"";0;0;0;0;0
150;"Desarrollar investigación sobre la violencia escolar en educación secundaria. Informe final";"140";"";"Superusuario";136;"";"";0;0;0;0;0
151;"Desarrollar la estrategia de evaluación integral de la educación básica y media superior Informe Final";"150";"";"Superusuario";136;"";"";0;0;0;0;0
152;"Desarrollar la estrategia interinstitucional para el desarrollo estudios, investigaciones especializadas y evaluaciones educativas";"160";"";"Superusuario";136;"";"";0;0;0;0;0
153;"Desarrollar la Red de apoyo a la evaluación y la investigación educativa con autoridades educativas estatales";"170";"";"Superusuario";136;"";"";0;0;0;0;0
154;"Docentes que leen y escriben.
La lectura y la escritura en 1° y 2° grados de educación primaria";"180";"";"Superusuario";136;"";"";0;0;0;0;0
155;"El sentido de la tarea docente en tiempos de contingencia. Educación básica.
Talleres emergentes de formación docente. Itinerarios para el reencuentro";"190";"";"Superusuario";136;"";"";0;0;0;0;0
156;"Enseñanza y aprendizaje en tiempos de contingencia. Educación media superior.
Talleres emergentes de formación docente. Itinerarios para el reencuentro";"200";"";"Superusuario";136;"";"";0;0;0;0;0
157;"Estrategias, prototipos y recursos para la formación y desarrollo profesional de los actores educativos. Orientaciones de política educativa.";"210";"";"Superusuario";136;"";"";0;0;0;0;0
158;"Estudio exploratorio sobre la evaluación de aprendizajes básicos de los estudiantes de educación indígena y multigrado, considerando sus contextos socioculturales. Informe final (Documento interno)";"220";"";"Superusuario";136;"";"";0;0;0;0;0
159;"Estudio sobre la implementación de modelos híbridos de enseñanza y aprendizaje en la educación primaria. Informe final";"230";"";"Superusuario";136;"";"";0;0;0;0;0
160;"Evaluación diagnóstica de escuelas. Modelo de evaluación diagnóstica para la mejora de las escuelas, sus recursos y procesos escolares (MERPE)";"240";"";"Superusuario";136;"";"";0;0;0;0;0
161;"Experiencias de las comunidades educativas durante la contingencia sanitaria por covid-19.
Educación Básica. (Documento Informe Ejecutivo)";"250";"";"Superusuario";136;"";"";0;0;0;0;0
162;"Experiencias de las comunidades educativas durante la contingencia sanitaria por covid-19.
Educación Media Superior. Cuaderno de Investigación Educativa";"260";"";"Superusuario";136;"";"";0;0;0;0;0
163;"Indicadores Estatales de la mejora continua de la educación
32 cuadernos (Quintana Roo, Sonora, Sinaloa, Tabasco, Tamaulipas, San Luis Potosí, Querétaro, Yucatán, Puebla, Oaxaca, Morelos, Zacatecas, Nuevo León, Nayarit, Michoacán, México, Jalisco, Hidalgo, Guerrero, Guanajuato, Durango, Colima, Coahuila, Chihuahua, Veracruz, Tlaxcala, Ciudad de México, Chiapas, Campeche, Baja California Sur, Baja California y Aguascalientes)";"270";"";"Superusuario";136;"";"";0;0;0;0;0
164;"Indicadores nacionales de la mejora continua de la educación en México 2021. Cifras del ciclo escolar 2019-2020";"280";"";"Superusuario";136;"";"";0;0;0;0;0
165;"Índice de capacidades institucionales en materia de formación continua de docentes de educación básica Informe de la consulta sobre las características, funcionamiento y retos de las áreas estatales de formación continua";"290";"";"Superusuario";136;"";"";0;0;0;0;0
166;"Informe de los programas y opciones de formación continuapara docentes de educación básica 2021";"300";"";"Superusuario";136;"";"";0;0;0;0;0
167;"Informe del Foro Temático “La educación al alcance de todas y todos los niños, niñas y adolescentes (NNA) migrantes: desafíos y alternativas""""";"310";"";"Superusuario";136;"";"";0;0;0;0;0
168;"Informe final de la evaluación diagnóstica de aprendizaje de los estudiantes";"320";"";"Superusuario";136;"";"";0;0;0;0;0
169;"Informe final para la evaluación diagnóstica del trabajo docente";"330";"";"Superusuario";136;"";"";0;0;0;0;0
170;"INFORME FINAL USAER Evaluación diagnóstica del proceso de atención de la USAER en escuelas primarias";"340";"";"Superusuario";136;"";"";0;0;0;0;0
171;"Informe preliminar del desarrollo del modelo de evaluación diagnóstica del trabajo docente";"350";"";"Superusuario";136;"";"";0;0;0;0;0
172;"Intervención formativa Fase I. Del tránsito de docente en formación a docente en servicio
La inserción como proceso formativo para la mejora de la práctica docente. EB";"360";"";"Superusuario";136;"";"";0;0;0;0;0
173;"Intervención formativa Fase I. Inserción de directivos en su primer año de servicio EMS";"370";"";"Superusuario";136;"";"";0;0;0;0;0
174;"Intervención formativa Fase I. Inserción de docentes en su primer año de servicio EMS";"380";"";"Superusuario";136;"";"";0;0;0;0;0
175;"Intervención formativa. Fase I
Del tránsito de docente a director escolar
La inserción como proceso formativo para la mejora de la práctica directiva";"390";"";"Superusuario";136;"";"";0;0;0;0;0
176;"Investigación sobre características y trayectorias profesionales de directores y figuras académicas de apoyo en la Educación Media Superior. Informe final";"400";"";"Superusuario";136;"";"";0;0;0;0;0
177;"Investigación sobre las características, trayectorias y condiciones de los agentes educativos de los servicios de educación inicial. Informe final";"410";"";"Superusuario";136;"";"";0;0;0;0;0
178;"La Formación Continua y el Desarrollo Profesional Docente en el Contexto de Nuevas Normalidades.
Ciclo Iberoamericano de Encuentros con Especialistas";"420";"";"Superusuario";136;"";"";0;0;0;0;0
179;"La violencia entre estudiantes de educación básica y media superior en México. (Cuaderno de Investigación Educativa) (Informe Ejecutivo)";"430";"";"Superusuario";136;"";"";0;0;0;0;0
180;"Liderazgo directivo en tiempos de contingencia. Educación básica.
Talleres emergentes de formación docente. Itinerarios para el reencuentro";"440";"";"Superusuario";136;"";"";0;0;0;0;0
181;"Lineamientos para fortalecer el desarrollo profesional de directores escolares durante su proceso de inserción a las escuelas de educación básica. (Versión para revisión)";"450";"";"Superusuario";136;"";"";0;0;0;0;0
182;"Lineamientos para Fortalecer el Desarrollo Profesional de Docentes durante su Proceso de Inserción a las Escuelas de Educación Básica. (Versión para revisión)";"460";"";"Superusuario";136;"";"";0;0;0;0;0
183;"Lineamientos para la mejora de las competencias para la gestión y el liderazgo en los procesos de inserción a la dirección escolar en la EMS. Versión preliminar";"470";"";"Superusuario";136;"";"";0;0;0;0;0
184;"Lineamientos para la mejora del proceso de inserción a la docencia y a la función directiva. Educación básica";"480";"";"Superusuario";136;"";"";0;0;0;0;0
185;"Lineamientos para la mejora del proceso de inserción a la docencia y a la función directiva. Educación media superior";"490";"";"Superusuario";136;"";"";0;0;0;0;0
186;"LINEAMIENTOS para la Mejora e Innovación en Materiales educativos: Libros de Texto Gratuitos de preescolar, primaria y telesecundaria. Versión preliminar";"500";"";"Superusuario";136;"";"";0;0;0;0;0
187;"Los equipos directivos en tiempos de contingencia. Educación media superior.
Talleres emergentes de formación docente. Itinerarios para el reencuentro";"510";"";"Superusuario";136;"";"";0;0;0;0;0
188;"Mi inicio en la docencia. Educación básica";"520";"";"Superusuario";136;"";"";0;0;0;0;0
189;"Mi inicio en la docencia. Educación media superior";"530";"";"Superusuario";136;"";"";0;0;0;0;0
190;"Modelo de evaluación de centros escolares de Educación Media Superior (Documento en desarrollo)";"540";"";"Superusuario";136;"";"";0;0;0;0;0
191;"Modelo de Evaluación Diagnóstica de Docentes (Marco de referencia. Documento en desarrollo)";"550";"";"Superusuario";136;"";"";0;0;0;0;0
192;"Modelo interno para el monitoreo de los Criterios, lineamientos y programas de Formación continua y Desarrollo profesional docente que emita la MEJOREDU";"560";"";"Superusuario";136;"";"";0;0;0;0;0
193;"Modelo interno para la elaboración de programas de formación continua y desarrollo profesional docente. Educación básica y media superior";"570";"";"Superusuario";136;"";"";0;0;0;0;0
194;"Modelo interno para la formulación de sugerencias para la mejora de la educación inicial, básica, media superior, inclusiva y de adultos. (borrador)";"580";"";"Superusuario";136;"";"";0;0;0;0;0
195;"Modelo para el desarrollo de materiales prototipo para la mejora de continua de la educación (preeliminar)";"590";"";"Superusuario";136;"";"";0;0;0;0;0
196;"Modelo para el desarrollo de procesos de monitoreo de la implementación de criterios, lineamientos y programas de formación continua y desarrollo profesional docente. (Documento de trabajo).";"600";"";"Superusuario";136;"";"";0;0;0;0;0
197;"Modelo para el diseño y emisión de programas de formación continua y desarrollo profesional de docentes";"610";"";"Superusuario";136;"";"";0;0;0;0;0
198;"Modelo para el diseño y emisión de programas de formación continua y desarrollo profesional de docentes Versión para revisar ";"620";"";"Superusuario";136;"";"";0;0;0;0;0
199;"Padrón nacional de la oferta de formación continua de docentes marco conceptual y metodológico";"630";"";"Superusuario";136;"";"";0;0;0;0;0
200;"Percepciones, prácticas y determinantes sociales. Informe final.";"640";"";"Superusuario";136;"";"";0;0;0;0;0
201;"PLAN DE MEJORA DE LA FORMACIÓN CONTINUA Y DESARROLLO PROFESIONAL DOCENTE 2021 – 2026";"650";"";"Superusuario";136;"";"";0;0;0;0;0
202;"Programa de formación para la inserción de directivos 2021-2026 EMS";"660";"";"Superusuario";136;"";"";0;0;0;0;0
203;"Programa de formación para la inserción de directores 2021-2026 EB";"670";"";"Superusuario";136;"";"";0;0;0;0;0
204;"Programa de formación para la inserción de docentes 2021-2026 EB";"680";"";"Superusuario";136;"";"";0;0;0;0;0
205;"Programa de formación para la inserción de docentes 2021-2026 EMS";"690";"";"Superusuario";136;"";"";0;0;0;0;0
206;"PROGRAMA DE FORMACIÓN SITUADA DE DIRECTIVOS EN SERVICIO EDUCACIÓN BÁSICA";"700";"";"Superusuario";136;"";"";0;0;0;0;0
207;"PROGRAMA DE FORMACIÓN SITUADA DE DIRECTIVOS EN SERVICIO EDUCACIÓN MEDIA SUPERIOR";"710";"";"Superusuario";136;"";"";0;0;0;0;0
208;"PROGRAMA DE FORMACIÓN SITUADA DE DOCENTES EN SERVICIO 2021-2026 EDUCACIÓN MEDIA SUPERIOR";"720";"";"Superusuario";136;"";"";0;0;0;0;0
209;"PROGRAMA DE FORMACIÓN SITUADA DE DOCENTES EN SERVICIO
EDUCACIÓN BÁSICA";"730";"";"Superusuario";136;"";"";0;0;0;0;0
210;"Realizar estudio sobre condiciones institucionales para el trabajo colaborativo y la formación situada de docentes en educación básica y media superior";"740";"";"Superusuario";136;"";"";0;0;0;0;0
211;"Realizar investigación sobre los docentes en educación media superior: características, diversidad y condiciones de trabajo";"750";"";"Superusuario";136;"";"";0;0;0;0;0
212;"Redes para el desarrollo profesional docente. Documento de trabajo.";"760";"";"Superusuario";136;"";"";0;0;0;0;0
213;"Repensar la evaluación para la mejora educativa.
Resultados de México en PISA 2018
Resultados de evaluaciones, diagnósticas, formativas e integrales";"770";"";"Superusuario";136;"";"";0;0;0;0;0
214;"Repositorio de materiales educativos";"780";"";"Superusuario";136;"";"";0;0;0;0;0
215;"segundo Ciclo Iberoamericano de Encuentros con Especialistas denominado, “Un paso delante de la educación remota de emergencia: repensar el sentido de las tecnologías, la escuela y la formación docente”";"790";"";"Superusuario";136;"";"";0;0;0;0;0
216;"Sugerencias de elementos para la mejora de plan y programas de estudio de educación básica: análisis y propuestas en torno a los contenidos curriculares";"800";"";"Superusuario";136;"";"";0;0;0;0;0
217;"Sugerencias de elementos para la mejora del Marco Curricular Común de Educación Media Superior";"810";"";"Superusuario";136;"";"";0;0;0;0;0
218;"Sugerencias para la educación inicial: hacia la concreción de un derecho";"820";"";"Superusuario";136;"";"";0;0;0;0;0
219;"Sugerencias para la mejora de los planes y programas de estudio de educación básica para favorecer la atención educativa de pueblos y comunidades indígenas";"830";"";"Superusuario";136;"";"";0;0;0;0;0
220;"Talleres emergentes de formación docente. Itinerarios para el reencuentro. Arte, educación y emociones
 EB y EMS";"840";"";"Superusuario";136;"";"";0;0;0;0;0
221;"Talleres emergentes de formación docente. Itinerarios para el reencuentro.
Sistematización de la experiencia educativa. Educación básica y educación media superior. ";"850";"";"Superusuario";136;"";"";0;0;0;0;0
222;"Tercer Convenio Específico al Convenio Marco de Colaboración MEJOREDU/DGAJ/CV/2020/03 celebrado entre Mejoredu y la Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura.";"860";"";"Superusuario";136;"";"";0;0;0;0;0
224;"Catalogo Centros de costo";"";"";"Superusuario";0;"";"";0;0;0;0;0
225;"Junta Directiva";"1100P16";"";"Superusuario";224;"1100P16 Junta Directiva";"12";0;0;0;0;0
226;"Secretaría Ejecutiva";"1200P16";"";"Superusuario";224;"1200P16 Secretaría Ejecutiva";"13";0;0;0;0;0
227;"Administración y Finanzas";"1210M01";"";"Superusuario";224;"1210M01 Administración y Finanzas";"14";0;0;0;0;0
228;"Evaluación Diagnóstica";"2100P16";"";"Superusuario";224;"2100P16 Evaluación Diagnóstica";"15";0;0;0;0;0
229;"Apoyo y Seguimiento a la Mejora Continua e Innovación Educativa";"3100P16";"";"Superusuario";224;"3100P16 Apoyo y Seguimiento a la Mejora Continua e Innovación Educativa";"16";0;0;0;0;0
230;"Vinculación e Integralidad del Aprendizaje";"4100P16";"";"Superusuario";224;"4100P16 Vinculación e Integralidad del Aprendizaje";"17";0;0;0;0;0
231;"Órgano Interno de Control";"5100O01";"";"Superusuario";224;"5100O01 Órgano Interno de Control";"18";0;0;0;0;0
232;"Catalogo de Partidas Presupuestales";"";"";"Superusuario";0;"";"";0;0;0;0;0
233;"Haberes";"11201";"";"Superusuario";232;"11201 Haberes";"384";0;0;0;0;0
234;"Sueldos base";"11301";"";"Superusuario";232;"11301 Sueldos base";"355";0;0;0;0;0
235;"Retribuciones por adscripción en el extranjero";"11401";"";"Superusuario";232;"11401 Retribuciones por adscripción en el extranjero";"356";0;0;0;0;0
236;"Honorarios";"12101";"";"Superusuario";232;"12101 Honorarios";"357";0;0;0;0;0
237;"Sueldos base al personal eventual";"12201";"";"Superusuario";232;"12201 Sueldos base al personal eventual";"358";0;0;0;0;0
238;"Compensaciones a sustitutos de profesores";"12202";"";"Superusuario";232;"12202 Compensaciones a sustitutos de profesores";"359";0;0;0;0;0
239;"Retribuciones por servicios de carácter social";"12301";"";"Superusuario";232;"12301 Retribuciones por servicios de carácter social";"360";0;0;0;0;0
